category,grp,code,descript
ITEM TYPE ,8,83,"Conveyor belt, drive belt, V-belt                 "
ITEM TYPE ,8,84,Tire                                              
ITEM TYPE ,8,85,Railroad ties                                     
ITEM TYPE ,8,86,"Fence, pole                                       "
ITEM TYPE ,8,87,Fertilizer                                        
ITEM TYPE ,8,88,"Pyrotechnics, explosives                          "
ITEM TYPE ,9,90,General materials continued (conversion only)     
ITEM TYPE ,9,91,Book                                              
ITEM TYPE ,9,92,"Magazine, newspaper, writing paper                "
ITEM TYPE ,9,93,Adhesive                                          
ITEM TYPE ,9,94,"Dust, fiber, lint, including sawdust and excelsior"
ITEM TYPE ,9,95,"Film, residue, including paint & resin            "
ITEM TYPE ,9,96,"Rubbish, trash, waste                             "
ITEM TYPE ,9,97,Oily rags                                         
ITEM TYPE ,9,99,Multiple items first ignited                      
ITEM TYPE ,O              ,UU             ,Undetermined                                      
IVG TEST  ,ADVANCED       ,AA             ,Atomic Absorption                                 
IVG TEST  ,BASIC          ,AF             ,Arc Fault                                         
IVG TEST  ,BASIC          ,AFP            ,Accelerant/Flash Point                            
IVG TEST  ,ADVANCED       ,ASTM D1230     ,Flammability of Apparel Textiles                  
IVG TEST  ,ADVANCED       ,ASTM D1310     ,Flash Pt & Fire Pt of Liquid by Tag Open-Cup Appar
IVG TEST  ,ADVANCED       ,ASTM D1929     ,Ignition Properties of Plastics                   
IVG TEST  ,ADVANCED       ,ASTM D2382     ,Heat of Combustion of Hydrocarbon Fuel/Bom Calorim
IVG TEST  ,ADVANCED       ,ASTM D2859     ,Flammability of Finished Textile Floor-Cover Matl 
IVG TEST  ,ADVANCED       ,ASTM D3065     ,Flammability of Aerosol Products                  
IVG TEST  ,ADVANCED       ,ASTM D3659     ,Flammability of Apparel Fabric/Semi-Restraint Meth
IVG TEST  ,ADVANCED       ,ASTM D3828     ,Flash Point by Setaflash Closed Tester            
IVG TEST  ,ADVANCED       ,ASTM D92       ,Flash and Fire Points by Cleveland Open Cup       
IVG TEST  ,ADVANCED       ,ASTM D93       ,Flash Point by Pensky-Martens Closed Tester       
IVG TEST  ,ADVANCED       ,ASTM E108      ,Fire Tests of Roof Coverings                      
IVG TEST  ,ADVANCED       ,ASTM E1226     ,Pressure and Rate of Pressure Rise/Combust Dust   
IVG TEST  ,ADVANCED       ,ASTM E1352     ,Cigarette Ignition Resist/Mock-up Upholst Furn    
IVG TEST  ,ADVANCED       ,ASTM E1353     ,Cigarette Ignition Resist/Components Upholst Furn 
IVG TEST  ,ADVANCED       ,ASTM E1354     ,Heat and Visible Smoke Rel Rates/O2 Consump Calor 
IVG TEST  ,ADVANCED       ,ASTM E603      ,Room Fire Experiments                             
IVG TEST  ,ADVANCED       ,ASTM E648      ,Critical Radiant Flux of Floor-Covering Systems   
IVG TEST  ,ADVANCED       ,ASTM E659      ,Autoignition Temperature of Liquid Chemicals      
IVG TEST  ,ADVANCED       ,ASTM E681      ,Concentration Limits of Flammability of Chem      
IVG TEST  ,ADVANCED       ,ASTM E800      ,Measurement of Gases Present/Generated            
IVG TEST  ,ADVANCED       ,ASTM E84       ,Surface Burning Characteristics/Bldg Matls        
IVG TEST  ,ADVANCED       ,ASTM E906      ,Heat and Visible Smoke Release Rates/Matl & Prod  
IVG TEST  ,ADVANCED       ,ASTM-D56       ,Flash Point by Tag Closed Tester                  
IVG TEST  ,ADVANCED       ,CET            ,Comparative Examination and Testing               
IVG TEST  ,BASIC          ,FP             ,Finger Prints                                     
IVG TEST  ,ADVANCED       ,GC             ,Gas Chromatography                                
IVG TEST  ,ADVANCED       ,IR             ,Infrared Spectrophotometer                        
IVG TEST  ,ADVANCED       ,MILSTD-202F-301,Dielectric Withstand Voltage                      
IVG TEST  ,ADVANCED       ,MILSTD-202F-302,Insulation Resistance                             
IVG TEST  ,ADVANCED       ,MS             ,Mass Spectrometry                                 
IVG TEST  ,BASIC          ,OTHER          ,Other                                             
IVG TEST  ,BASIC          ,PI             ,Product Integrity                                 
IVG TEST  ,BASIC          ,XRAY           ,X-Ray                                             
IVG TEST  ,ADVANCED       ,XRAY-F         ,X-Ray Fluorescence                                
MATL TYPE ,9,0,"Type of material first ignited, Other             "
MATL TYPE ,1,10,"Flammable gas, Other                              "
MATL TYPE ,1,11,Natural gas                                       
MATL TYPE ,1,12,LP gas                                            
MATL TYPE ,1,13,Anesthetic gas                                    
MATL TYPE ,1,14,Acetylene gas                                     
MATL TYPE ,1,15,Hydrogen                                          
MATL TYPE ,2,20,"Flammable or combustible liquid, Other            "
MATL TYPE ,2,21,"Ether, pentane type flammable liquid              "
MATL TYPE ,2,22,JP-4 jet fuel & methyl ethyl ketone type flammable
MATL TYPE ,2,23,Gasoline                                          
MATL TYPE ,2,24,"Turpentine, butyl alcohol type flammable liquid   "
MATL TYPE ,2,25,"Kerosene, No.1 and 2 fuel oil, diesel fuel        "
MATL TYPE ,2,26,"Cottonseed oil, creosote oil type combustible     "
MATL TYPE ,2,27,"Cooking oil, transformer or lubricating oil       "
MATL TYPE ,2,28,Ethanol                                           
MATL TYPE ,3,30,"Volatile solid or chemical, Other                 "
MATL TYPE ,3,31,"Fat, grease, butter, margarine, lard              "
MATL TYPE ,3,32,Petroleum jelly and non-food grease               
MATL TYPE ,3,33,"Polish, paraffin, wax                             "
MATL TYPE ,3,34,"Adhesive, resin, tar, glue, asphalt, pitch        "
MATL TYPE ,3,35,"Paint, varnish - applied                          "
MATL TYPE ,3,36,"Combustible metal, included are magnesium         "
MATL TYPE ,3,37,"Solid chemical, included are explosives           "
MATL TYPE ,3,38,Radioactive material                              
MATL TYPE ,4,41,Plastic                                           
MATL TYPE ,5,50,"Natural product, Other                            "
MATL TYPE ,5,51,"Rubber, excluding synthetic rubbers               "
MATL TYPE ,5,52,Cork                                              
MATL TYPE ,5,53,Leather                                           
MATL TYPE ,5,54,"Hay, straw                                        "
MATL TYPE ,5,55,"Grain, natural fiber (preprocess)                 "
MATL TYPE ,5,56,"Coal, coke, briquettes, peat                      "
MATL TYPE ,5,57,"Food, starch, excluding fat and grease (Code 31)  "
MATL TYPE ,5,58,Tobacco                                           
MATL TYPE ,6,60,"Wood or paper, processed, Other                   "
MATL TYPE ,6,61,"Wood chips, sawdust, shavings                     "
MATL TYPE ,6,62,"Round timber, including round posts, poles        "
MATL TYPE ,6,63,"Sawn wood, including all finished lumber          "
MATL TYPE ,6,64,Plywood                                           
MATL TYPE ,6,65,"Fiberboard, particleboard, and hardboard          "
MATL TYPE ,6,66,"Wood pulp, wood fiber                             "
MATL TYPE ,6,67,"Paper, including cellulose, waxed paper           "
MATL TYPE ,6,68,Cardboard                                         
MATL TYPE ,7,70,"Fabric, textile, fur, Other                       "
MATL TYPE ,7,71,"Fabric, fiber, cotton, blends, rayon, wool        "
MATL TYPE ,7,74,"Fur, silk, Other fabric.                          "
MATL TYPE ,7,75,Wig                                               
MATL TYPE ,7,76,Human hair                                        
